ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
304,S-adenosylmethionine synthase isoform type-2,MAT2A,36327,X68836,P31153,METK2_HUMAN,2P02; 4KTT; 4KTV; 4NDN; 5A19; 5A1G; 5A1I; 5UGH; 6FAJ; 6FBN; 6FBO; 6FBP; 6FCB; 6FCD; 6FWB; 6G6R; 6P9V; 6WKB; 7BHR; 7BHS; 7BHT; 7BHU; 7BHV; 7BHW; 7BHX; 7KCC; 7KCE; 7KCF; 7KDA; 7KDB; 7L1A; 7LNH; 7RW5; 7RW7; 7RWG; 7RWH; 7RXV; 7RXW; 7RXX; 8AXZ; 8OOG; 8P1T; 8P1V; 8P1W; 8P4H; 8QDY; 8QDZ; 8QE0; 8QE1; 8QE2; 8QE3; 8XAM; 8XAR; 8XB0; 8XJ2,MAT2A,MAT2A,HGNC:6904,Humans,DB00118
305,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,5326823,AF050641,Q16795,NDUA9_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFA9,NDUFA9,HGNC:7693,Humans,DB00157; DB03147
306,"Ornithine transcarbamylase, mitochondrial",OTC,189407,K02100,P00480,OTC_HUMAN,1C9Y; 1EP9; 1FVO; 1OTH,OTC,OTC,HGNC:8512,Humans,DB00129; DB00155; DB02011; DB04185
307,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",NDUFS7,3342734,AC005329,O75251,NDUS7_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFS7,NDUFS7,HGNC:7714,Humans,DB00157
308,DNA polymerase catalytic subunit,,59530,X14112,P04293,DPOL_HHV11,,,,,HHV-1,DB00194; DB00299; DB00369; DB00426; DB00529; DB00577; DB00787; DB00987; DB01004; DB01610; DB01972; DB02452; DB02857; DB12480; DB12606; DB12762; DB13868; DB15427; DB15588; DB15651; DB17742; DB19558; DB20123; DB21128
309,Polyunsaturated fatty acid lipoxygenase ALOX15,ALOX15,307135,M23892,P16050,LOX15_HUMAN,,ALOX15,ALOX15,HGNC:433,Humans,DB01852; DB02709; DB08492; DB14371
310,Apoptotic protease-activating factor 1,APAF1,2330015,AF013263,O14727,APAF_HUMAN,1C15; 1CWW; 1CY5; 1Z6T; 2P1H; 2YGS; 3J2T; 3JBT; 3YGS; 4RHW; 5JUY; 5WVC; 5WVE; 8XQK,APAF1,APAF1,HGNC:576,Humans,DB00171
311,5-hydroxytryptamine receptor 3A,HTR3A,681914,D49394,P46098,5HT3A_HUMAN,8AXD; 8BL8; 8BLA; 8BLB,HTR3A,HTR3A,HGNC:5297,Humans,DB00333; DB00334; DB00363; DB00377; DB00408; DB00543; DB00555; DB00604; DB00721; DB00726; DB00728; DB00757; DB00889; DB00898; DB00904; DB00969; DB00988; DB01043; DB01156; DB01199; DB01202; DB01221; DB01224; DB01233; DB01238; DB04885; DB04917; DB05049; DB05642; DB06422; DB08839; DB09061; DB09068; DB09290; DB11699; DB14185; DB19963; DB21193
312,Protein P,P,329670,M32138,P24024,DPOL_HBVD2,,,,,HBV-D,DB00300; DB00718; DB13868
313,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial",NDUFC1,2909860,AF047184,O43677,NDUC1_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFC1,NDUFC1,HGNC:7705,Humans,DB00157
314,Retinol-binding protein 4,RBP4,35897,X00129,P02753,RET4_HUMAN,1BRP; 1BRQ; 1JYD; 1JYJ; 1QAB; 1RBP; 1RLB; 2WQ9; 2WQA; 2WR6; 3BSZ; 3FMZ; 4O9S; 4PSQ; 5NTY; 5NU2; 5NU6; 5NU7; 5NU8; 5NU9; 5NUA; 5NUB; 6QBA,RBP4,RBP4,HGNC:9922,Humans,DB00755; DB17832
315,Thyroid hormone receptor beta,THRB,31207,X04707,P10828,THB_HUMAN,1BSX; 1N46; 1NAX; 1NQ0; 1NQ1; 1NQ2; 1NUO; 1Q4X; 1R6G; 1XZX; 1Y0X; 2J4A; 2NLL; 2PIN; 3D57; 3GWS; 3IMY; 3JZC; 4ZO1; 6KKB; 6KKE; 6KNU; 6KNV; 6KNW; 7WLX; 7WMG; 7WMH; 7WMJ; 7WML; 7WMN; 7WMO; 8RQN,THRB,THRB,HGNC:11799,Humans,DB00279; DB00451; DB00509; DB01583; DB02106; DB03176; DB03181; DB03604; DB03788; DB05035; DB05192; DB07425; DB08085; DB09100; DB12914; DB15137; DB17670
316,Alanine--glyoxylate aminotransferase,AGXT,36582,X56092,P21549,AGT1_HUMAN,1H0C; 1J04; 2YOB; 3R9A; 4CBR; 4CBS; 4I8A; 4KXK; 4KYO; 5F9S; 5HHY; 5LUC; 5OFY; 5OG0; 6RV0; 6RV1; 7NS7,AGXT,AGXT,HGNC:341,Humans,DB00114; DB00133; DB00145; DB00160; DB02079; DB04083; DB08060
317,3-hydroxyacyl-CoA dehydrogenase type-2,HSD17B10,2558754,U96132,Q99714,HCD2_HUMAN,1SO8; 1U7T; 2O23; 7ONU; 8CBK; 8CBL; 8CBM; 8CBO; 8RR1; 8RR3; 8RR4; 9EY0; 9EY1; 9EY2; 9GCH,HSD17B10,HSD17B10,HGNC:4800,Humans,DB00157; DB02820; DB09568
318,Secretin receptor,SCTR,662796,U20178,P47872,SCTR_HUMAN,6WI9; 6WZG; 7D3S,SCTR,SCTR,HGNC:10608,Humans,DB09532
319,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2,NDUFA4L2,8895095,AF164796,Q9NRX3,NUA4L_HUMAN,,NDUFA4L2,NDUFA4L2,HGNC:29836,Humans,DB00157
320,"Methylmalonic aciduria type A protein, mitochondrial",MMAA,26006421,AF524846,Q8IVH4,MMAA_HUMAN,2WWW; 8GJU,MMAA,MMAA,HGNC:18871,Humans,DB00115; DB00200
321,GMP synthase [glutamine-hydrolyzing],GMPS,595410,U10860,P49915,GUAA_HUMAN,2VPI; 2VXO,GMPS,GMPS,HGNC:4378,Humans,DB00142
322,Carbonic anhydrase 2,CA2,179780,M77181,P00918,CAH2_HUMAN,12CA; 1A42; 1AM6; 1AVN; 1BCD; 1BIC; 1BN1; 1BN3; 1BN4; 1BNM; 1BNN; 1BNQ; 1BNT; 1BNU; 1BNV; 1BNW; 1BV3; 1CA2; 1CA3; 1CAH; 1CAI; 1CAJ; 1CAK; 1CAL; 1CAM; 1CAN; 1CAO; 1CAY; 1CAZ; 1CCS; 1CCT; 1CCU; 1CIL; 1CIM; 1CIN; 1CNB; 1CNC; 1CNG; 1CNH; 1CNI; 1CNJ; 1CNK; 1CNW; 1CNX; 1CNY; 1CRA; 1CVA; 1CVB; 1CVC; 1CVD; 1CVE; 1CVF; 1CVH; 1DCA; 1DCB; 1EOU; 1F2W; 1FQL; 1FQM; 1FQN; 1FQR; 1FR4; 1FR7; 1FSN; 1FSQ; 1FSR; 1G0E; 1G0F; 1G1D; 1G3Z; 1G45; 1G46; 1G48; 1G4J; 1G4O; 1G52; 1G53; 1G54; 1H4N; 1H9N; 1H9Q; 1HCA; 1HEA; 1HEB; 1HEC; 1HED; 1HVA; 1I8Z; 1I90; 1I91; 1I9L; 1I9M; 1I9N; 1I9O; 1I9P; 1I9Q; 1IF4; 1IF5; 1IF6; 1IF7; 1IF8; 1IF9; 1KWQ; 1KWR; 1LG5; 1LG6; 1LGD; 1LUG; 1LZV; 1MOO; 1MUA; 1OKL; 1OKM; 1OKN; 1OQ5; 1RAY; 1RAZ; 1RZA; 1RZB; 1RZC; 1RZD; 1RZE; 1T9N; 1TB0; 1TBT; 1TE3; 1TEQ; 1TEU; 1TG3; 1TG9; 1TH9; 1THK; 1TTM; 1UGA; 1UGB; 1UGC; 1UGD; 1UGE; 1UGF; 1UGG; 1XEG; 1XEV; 1XPZ; 1XQ0; 1YDA; 1YDB; 1YDC; 1YDD; 1YO0; 1YO1; 1YO2; 1Z9Y; 1ZE8; 1ZFK; 1ZFQ; 1ZGE; 1ZGF; 1ZH9; 1ZSA; 1ZSB; 1ZSC; 2ABE; 2AW1; 2AX2; 2CA2; 2CBA; 2CBB; 2CBC; 2CBD; 2CBE; 2EU2; 2EU3; 2EZ7; 2F14; 2FMG; 2FMZ; 2FNK; 2FNM; 2FNN; 2FOQ; 2FOS; 2FOU; 2FOV; 2GD8; 2GEH; 2H15; 2H4N; 2HD6; 2HKK; 2HL4; 2HNC; 2HOC; 2ILI; 2NNG; 2NNO; 2NNS; 2NNV; 2NWO; 2NWP; 2NWY; 2NWZ; 2NXR; 2NXS; 2NXT; 2O4Z; 2OSF; 2OSM; 2POU; 2POV; 2POW; 2Q1B; 2Q1Q; 2Q38; 2QO8; 2QOA; 2QP6; 2VVA; 2VVB; 2WD2; 2WD3; 2WEG; 2WEH; 2WEJ; 2WEO; 2X7S; 2X7T; 2X7U; 3B4F; 3BET; 3BL0; 3BL1; 3C7P; 3CA2; 3CAJ; 3CYU; 3D8W; 3D92; 3D93; 3D9Z; 3DAZ; 3DBU; 3DC3; 3DC9; 3DCC; 3DCS; 3DCW; 3DD0; 3DD8; 3DV7; 3DVB; 3DVC; 3DVD; 3EFI; 3EFT; 3F4X; 3F8E; 3FFP; 3GZ0; 3HFP; 3HKN; 3HKQ; 3HKT; 3HKU; 3HLJ; 3HS4; 3IBI; 3IBL; 3IBN; 3IBU; 3IEO; 3IGP; 3K2F; 3K34; 3K7K; 3KIG; 3KKX; 3KNE; 3KOI; 3KOK; 3KON; 3KS3; 3KWA; 3L14; 3M04; 3M14; 3M1J; 3M1K; 3M1Q; 3M1W; 3M2N; 3M2X; 3M2Y; 3M2Z; 3M3X; 3M40; 3M5E; 3M5S; 3M5T; 3M67; 3M96; 3M98; 3MHC; 3MHI; 3MHL; 3MHM; 3MHO; 3ML2; 3MMF; 3MNA; 3MNH; 3MNI; 3MNJ; 3MNK; 3MNU; 3MWO; 3MYQ; 3MZC; 3N0N; 3N2P; 3N3J; 3N4B; 3NB5; 3NI5; 3NJ9; 3OIK; 3OIL; 3OIM; 3OKU; 3OKV; 3OY0; 3OYQ; 3OYS; 3P3H; 3P3J; 3P44; 3P4V; 3P55; 3P58; 3P5A; 3P5L; 3PJJ; 3PO6; 3PYK; 3QYK; 3R16; 3R17; 3RG3; 3RG4; 3RGE; 3RJ7; 3RLD; 3RYJ; 3RYV; 3RYX; 3RYY; 3RYZ; 3RZ0; 3RZ1; 3RZ5; 3RZ7; 3RZ8; 3S71; 3S72; 3S73; 3S74; 3S75; 3S76; 3S77; 3S78; 3S8X; 3S9T; 3SAP; 3SAX; 3SBH; 3SBI; 3T5U; 3T5Z; 3T82; 3T83; 3T84; 3T85; 3TMJ; 3TVN; 3TVO; 3U3A; 3U45; 3U47; 3U7C; 3V2J; 3V2M; 3V3F; 3V3G; 3V3H; 3V3I; 3V3J; 3V5G; 3V7X; 3VBD; 3ZP9; 4BCW; 4BF1; 4BF6; 4CA2; 4CAC; 4CQ0; 4DZ7; 4DZ9; 4E3D; 4E3F; 4E3G; 4E3H; 4E49; 4E4A; 4E5Q; 4FIK; 4FL7; 4FPT; 4FRC; 4FU5; 4FVN; 4FVO; 4G0C; 4GL1; 4HBA; 4HEW; 4HEY; 4HEZ; 4HF3; 4HT0; 4IDR; 4ILX; 4ITO; 4ITP; 4IWZ; 4JS6; 4JSA; 4JSS; 4JSW; 4JSZ; 4K0S; 4K0T; 4K0Z; 4K13; 4K1Q; 4KAP; 4KNI; 4KNJ; 4KUV; 4KUW; 4KUY; 4KV0; 4L5U; 4L5V; 4L5W; 4LHI; 4LP6; 4M2R; 4M2U; 4M2V; 4M2W; 4MDG; 4MDL; 4MDM; 4MLT; 4MLX; 4MO8; 4MTY; 4N0X; 4N16; 4PQ7; 4PXX; 4PYX; 4PYY; 4PZH; 4Q06; 4Q07; 4Q08; 4Q09; 4Q49; 4Q6D; 4Q6E; 4Q78; 4Q7P; 4Q7S; 4Q7V; 4Q7W; 4Q81; 4Q83; 4Q87; 4Q8X; 4Q8Y; 4Q8Z; 4Q90; 4Q99; 4Q9Y; 4QEF; 4QIY; 4QJM; 4QK1; 4QK2; 4QK3; 4QSA; 4QSB; 4QSI; 4QTL; 4QY3; 4R59; 4R5A; 4R5B; 4RFC; 4RFD; 4RH2; 4RIU; 4RIV; 4RN4; 4RUX; 4RUY; 4RUZ; 4WL4; 4WW6; 4XE1; 4Y0J; 4YGJ; 4YGK; 4YGL; 4YGN; 4YVY; 4YWP; 4YX4; 4YXI; 4YXO; 4YXU; 4YYT; 4Z0Q; 4Z1E; 4Z1J; 4Z1K; 4Z1N; 4ZAO; 4ZWI; 4ZWX; 4ZWY; 4ZWZ; 4ZX0; 4ZX1; 5A6H; 5AMD; 5AMG; 5AML; 5BNL; 5BRU; 5BRV; 5BRW; 5BYI; 5C8I; 5CA2; 5CAC; 5CLU; 5DOG; 5DOH; 5DRS; 5DSK; 5DSL; 5DSM; 5DSO; 5DSP; 5DSQ; 5DSR; 5E28; 5E2K; 5E2R; 5E2S; 5EH5; 5EH7; 5EH8; 5EHE; 5EHV; 5EHW; 5EIJ; 5EKH; 5EKJ; 5EKM; 5EOI; 5FDC; 5FDI; 5FLO; 5FLP; 5FLQ; 5FLR; 5FLS; 5FLT; 5FNG; 5FNH; 5FNI; 5FNJ; 5FNK; 5FNL; 5FNM; 5G01; 5G03; 5G0B; 5G0C; 5GMN; 5J8Z; 5JDV; 5JE7; 5JEG; 5JEH; 5JEP; 5JES; 5JG3; 5JG5; 5JGS; 5JGT; 5JMZ; 5JN3; 5JN7; 5JQ0; 5JQT; 5L3O; 5L6K; 5L6T; 5L70; 5L9E; 5LJQ; 5LJT; 5LL4; 5LL8; 5LLC; 5LLE; 5LLG; 5LLH; 5LMD; 5LVS; 5M78; 5MJN; 5N0D; 5N0E; 5N1R; 5N1S; 5N24; 5N25; 5NEA; 5NEE; 5NXG; 5NXI; 5NXM; 5NXO; 5NXP; 5NXV; 5NXW; 5NY1; 5NY3; 5NY6; 5NYA; 5O07; 5OGN; 5OGO; 5OGP; 5SZ0; 5SZ1; 5SZ2; 5SZ3; 5SZ4; 5SZ5; 5SZ6; 5SZ7; 5T71; 5T72; 5T74; 5T75; 5TFX; 5TH4; 5THI; 5THJ; 5THN; 5TI0; 5TXY; 5TY1; 5TY8; 5TY9; 5TYA; 5U0D; 5U0E; 5U0F; 5U0G; 5ULN; 5UMC; 5VGY; 5W8B; 5WEX; 5WG7; 5WGP; 5WLR; 5WLT; 5WLU; 5WLV; 5Y2R; 5Y2S; 5YUI; 5YUJ; 5YUK; 5ZXW; 6B4D; 6B59; 6B5A; 6BBS; 6BC9; 6BCC; 6C7W; 6C7X; 6CA2; 6CEH; 6CJV; 6D1L; 6D1M; 6E8P; 6E8X; 6E91; 6E92; 6EBE; 6ECZ; 6EDA; 6EEA; 6EEH; 6EEO; 6EQU; 6FJI; 6FJJ; 6G3Q; 6G6T; 6GCY; 6GDC; 6GM9; 6GOT; 6GXB; 6GXE; 6H29; 6H2Z; 6H33; 6H34; 6H3Q; 6H6S; 6HD2; 6HQX; 6HR3; 6HX5; 6HXD; 6HZX; 6I0W; 6I1U; 6I2F; 6I3E; 6IC2; 6KLZ; 6KM0; 6KM1; 6KM2; 6KM3; 6KM4; 6KM5; 6KM6; 6LUU; 6LUV; 6LUW; 6LUX; 6LUY; 6LUZ; 6LV1; 6LV2; 6LV3; 6LV4; 6LV5; 6LV6; 6LV7; 6LV8; 6LV9; 6LVA; 6MBV; 6MBY; 6NLV; 6NM0; 6ODZ; 6OE0; 6OE1; 6OTI; 6OTK; 6OTM; 6OTO; 6OTP; 6OTQ; 6OUB; 6OUD; 6OUE; 6OUF; 6OUH; 6OUI; 6OUJ; 6OUK; 6OUM; 6PDV; 6PEA; 6PGX; 6Q3O; 6Q9T; 6QEB; 6QL1; 6QL2; 6QL3; 6R6F; 6R6J; 6RFH; 6RG3; 6RG4; 6RG5; 6RH4; 6RHJ; 6RHK; 6RIG; 6RIT; 6RJJ; 6RKN; 6RL9; 6RM1; 6RMP; 6RMX; 6RMY; 6RNP; 6ROB; 6ROE; 6ROF; 6RQI; 6RRG; 6RRI; 6RS5; 6RSZ; 6RVF; 6RVK; 6RVL; 6RW1; 6RZX; 6S03; 6S9G; 6S9Z; 6SAC; 6SAS; 6SAY; 6SB7; 6SBH; 6SBL; 6SBM; 6SD7; 6SDH; 6SDI; 6SDJ; 6SDL; 6SDS; 6SEY; 6SFQ; 6SFU; 6SG0; 6SG6; 6SX9; 6SYB; 6SYS; 6T4N; 6T4O; 6T4P; 6T5C; 6T7U; 6T81; 6T9Z; 6U4Q; 6U4T; 6UFB; 6UFC; 6UFD; 6UGN; 6UGO; 6UGP; 6UGQ; 6UGR; 6UGZ; 6UH0; 6UX1; 6UZU; 6VJ3; 6VKG; 6WKA; 6WQ4; 6WQ5; 6WQ7; 6WQ8; 6WQ9; 6XVH; 6XWZ; 6XXT; 6YH4; 6YH5; 6YH6; 6YH7; 6YH8; 6YH9; 6YHA; 6YHB; 6YHC; 6YJ3; 6YKC; 6YKH; 6YMA; 6YMB; 6YO2; 6YO4; 6YO7; 6YOI; 6YOK; 6YOL; 6YPW; 6YQT; 6YQU; 6YRI; 6YZJ; 6YZK; 6YZL; 6YZM; 6YZN; 6YZO; 6YZP; 6YZQ; 6YZR; 6YZS; 6YZT; 6YZU; 6YZV; 6YZW; 6YZX; 6Z04; 6ZR8; 7A6V; 7AEQ; 7AES; 7AGN; 7ASJ; 7BFA; 7BG5; 7BHH; 7BI5; 7CA2; 7JNR; 7JNV; 7JNW; 7JNX; 7JNZ; 7JO0; 7JO1; 7JO2; 7JO3; 7JOB; 7JOC; 7K6I; 7K6J; 7K6K; 7K6L; 7K6T; 7K6U; 7K6X; 7K6Z; 7M23; 7M24; 7M26; 7MU3; 7NH6; 7NH8; 7NTB; 7NZR; 7NZS; 7NZT; 7NZU; 7NZW; 7NZX; 7OK8; 7ONV; 7ORP; 7ORQ; 7OYM; 7OYN; 7OYO; 7OYP; 7OYQ; 7OYR; 7Q0C; 7Q0E; 7QBH; 7QGX; 7QGY; 7QGZ; 7QNV; 7QRK; 7QSE; 7QSI; 7QZX; 7R1X; 7RNY; 7RNZ; 7RRE; 7RRF; 7SUW; 7SUY; 7SV1; 7SV8; 7U5W; 7U5X; 7Y2A; 7Y2C; 7Y2E; 7Y2F; 7Y2G; 7Y2H; 7Y2I; 7Y2J; 7Y2K; 7Y2L; 7Y2M; 7Y2N; 7Y2O; 7Y2Q; 7Y2R; 7Y2S; 7Y2T; 7Y2U; 7Y2V; 7Y2W; 7Y2X; 7YWT; 7ZL6; 7ZWB; 8AA6; 8AAE; 8B29; 8BJX; 8BOE; 8BZZ; 8C0Q; 8C0R; 8CA2; 8CR0; 8DJ9; 8EM3; 8EMU; 8EXC; 8EXG; 8EYL; 8FAL; 8FAU; 8FQX; 8FQY; 8FQZ; 8FR1; 8FR2; 8FR4; 8IGF; 8J2O; 8JEE; 8OGD; 8OGE; 8OGF; 8OKE; 8OKG; 8OKJ; 8OKO; 8OKP; 8OKQ; 8OKT; 8OLA; 8OLF; 8OLI; 8OLK; 8OLM; 8OMB; 8OMH; 8OMN; 8OMP; 8OO8; 8OTP; 8OUB; 8P6U; 8PHL; 8PHM; 8Q0C; 8QF7; 8QF9; 8QFK; 8QH8; 8QHG; 8QHJ; 8QHO; 8QKZ; 8QQA; 8QUF; 8R1I; 8R2F; 8R2K; 8RAR; 8RBP; 8RJ2; 8RLP; 8RLQ; 8RNS; 8ROU; 8ROW; 8SAF; 8SAG; 8SD1; 8SD6; 8SD7; 8SD8; 8SD9; 8SF1; 8TTR; 8UFW; 8UFX; 8VZG; 8WEP; 8WER; 8WES; 8ZWV; 9CA2; 9F15; 9F2E; 9F2F; 9G38; 9GFV; 9GFW; 9GFX; 9H3H,CA2,CA2,HGNC:1373,Humans,DB00232; DB00273; DB00311; DB00391; DB00436; DB00482; DB00562; DB00580; DB00606; DB00695; DB00703; DB00774; DB00819; DB00869; DB00880; DB00909; DB00936; DB01021; DB01031; DB01144; DB01194; DB01325; DB01650; DB01671; DB01748; DB01784; DB01795; DB01942; DB01963; DB01964; DB02069; DB02087; DB02220; DB02221; DB02232; DB02292; DB02429; DB02479; DB02535; DB02602; DB02610; DB02679; DB02861; DB02866; DB02894; DB02986; DB03039; DB03221; DB03255; DB03262; DB03270; DB03294; DB03333; DB03345; DB03385; DB03526; DB03594; DB03596; DB03598; DB03697; DB03844; DB03854; DB03877; DB03904; DB03950; DB03975; DB04002; DB04066; DB04081; DB04089; DB04180; DB04203; DB04214; DB04371; DB04394; DB04549; DB04600; DB04601; DB04665; DB04763; DB06795; DB06891; DB06954; DB07048; DB07050; DB07363; DB07467; DB07476; DB07556; DB07596; DB07632; DB07710; DB07742; DB07767; DB08046; DB08083; DB08155; DB08156; DB08157; DB08165; DB08202; DB08301; DB08329; DB08416; DB08418; DB08645; DB08659; DB08765; DB08782; DB08846; DB09460; DB09472; DB11085; DB11359; DB11672; DB12348; DB12399; DB12418; DB12754; DB13343; DB13495; DB14049; DB14086; DB14511; DB16863; DB17299; DB19764; DB19785
323,Cystathionine beta-synthase,CBS,388716,L19501,P35520,CBS_HUMAN,1JBQ; 1M54; 4COO; 4L0D; 4L27; 4L28; 4L3V; 4PCU; 4UUU; 5MMS; 7QGT; 8S5H; 8S5I; 8S5J; 8S5K; 8S5L; 8S5M; 8STW,CBS,CBS,HGNC:1550,Humans,DB00114; DB00118; DB00133; DB00151; DB02079; DB18267
324,Thymidylate synthase,TYMS,37479,X02308,P04818,TYSY_HUMAN,1HVY; 1HW3; 1HW4; 1HZW; 1I00; 1JU6; 1JUJ; 1YPV; 2ONB; 2RD8; 2RDA; 3EAW; 3EBU; 3ED7; 3EDW; 3EF9; 3EGY; 3EHI; 3EJL; 3GG5; 3GH0; 3GH2; 3H9K; 3HB8; 3N5E; 3N5G; 3OB7; 4E28; 4FGT; 4G2O; 4G6W; 4GD7; 4GYH; 4H1I; 4JEF; 4KPW; 4O1U; 4O1X; 4UP1; 5HS3; 5WRN; 5X4W; 5X4X; 5X4Y; 5X5A; 5X5D; 5X5Q; 5X66; 5X67; 5X69; 6OJU; 6OJV; 6PF3; 6PF4; 6PF5; 6PF6; 6QXG; 6QXH; 6QYQ; 6R2E; 6ZXO,TYMS,TYMS,HGNC:12441,Humans,DB00293; DB00322; DB00432; DB00441; DB00544; DB00563; DB00642; DB01101; DB01643; DB03541; DB03800; DB04530; DB05116; DB05308; DB05457; DB06813; DB07577; DB08478; DB08479; DB08734; DB09256; DB09327; DB14859
325,Ribonucleoside-diphosphate reductase large subunit,RRM1,36065,X59543,P23921,RIR1_HUMAN,2WGH; 3HNC; 3HND; 3HNE; 3HNF; 4X3V; 5D1Y; 5TUS; 6AUI; 6L3R; 6L7L; 6LKM,RRM1,RRM1,HGNC:10451,Humans,DB00242; DB00441; DB00631; DB01005; DB01073; DB01280; DB05003; DB05420; DB06433; DB12948
326,Fibroblast growth factor 4,FGF4,386788,J02986,P08620,FGF4_HUMAN,1IJT,FGF4,FGF4,HGNC:3682,Humans,DB00686; DB01109; DB05309
327,Melatonin receptor type 1B,MTNR1B,971194,U25341,P49286,MTR1B_HUMAN,6ME6; 6ME7; 6ME8; 6ME9; 7VH0,MTNR1B,MTNR1B,HGNC:7464,Humans,DB00980; DB01065; DB02709; DB06594; DB08190; DB09071; DB15133
328,"NADP-dependent malic enzyme, mitochondrial",ME3,535012,X79440,Q16798,MAON_HUMAN,8E76; 8E78; 8E8O; 8EYN; 8EYO,ME3,ME3,HGNC:6985,Humans,DB00157; DB03680
329,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,179475,M76665,P28845,DHI1_HUMAN,1XU7; 1XU9; 2BEL; 2ILT; 2IRW; 2RBE; 3BYZ; 3BZU; 3CH6; 3CZR; 3D3E; 3D4N; 3D5Q; 3EY4; 3FCO; 3FRJ; 3H6K; 3HFG; 3OQ1; 3PDJ; 3QQP; 3TFQ; 4BB5; 4BB6; 4C7J; 4C7K; 4HFR; 4HX5; 4IJU; 4IJV; 4IJW; 4K1L; 4P38; 4YYZ; 5PGU; 5PGV; 5PGW; 5PGX; 5PGY; 5QII,HSD11B1,HSD11B1,HGNC:5208,Humans,DB00157; DB02329; DB03461; DB03814; DB04497; DB04652; DB05064; DB06992; DB07017; DB07049; DB07056; DB07310; DB07316; DB07619; DB07624; DB07866; DB08277; DB08280; DB08771; DB13751; DB14875; DB15588
330,Dihydrofolate reductase,DHFR,182724,J00140,P00374,DYR_HUMAN,1BOZ; 1DHF; 1DLR; 1DLS; 1DRF; 1HFP; 1HFQ; 1HFR; 1KMS; 1KMV; 1MVS; 1MVT; 1OHJ; 1OHK; 1PD8; 1PD9; 1PDB; 1S3U; 1S3V; 1S3W; 1U71; 1U72; 1YHO; 2C2S; 2C2T; 2DHF; 2W3A; 2W3B; 2W3M; 3EIG; 3F8Y; 3F8Z; 3F91; 3FS6; 3GHC; 3GHV; 3GHW; 3GI2; 3GYF; 3L3R; 3N0H; 3NTZ; 3NU0; 3NXO; 3NXR; 3NXT; 3NXV; 3NXX; 3NXY; 3NZD; 3OAF; 3S3V; 3S7A; 4DDR; 4G95; 4KAK; 4KBN; 4KD7; 4KEB; 4KFJ; 4M6J; 4M6K; 4M6L; 4QHV; 4QJC; 5HPB; 5HQY; 5HQZ; 5HSR; 5HSU; 5HT4; 5HT5; 5HUI; 5HVB; 5HVE; 5SD6; 5SD7; 5SD8; 5SD9; 5SDA; 5SDB; 6A7C; 6A7E; 6DAV; 6DE4; 6VCJ; 7ESE; 7XI7; 8WGN,DHFR,DHFR,HGNC:2861,Humans,DB00157; DB00205; DB00233; DB00440; DB00563; DB00642; DB00650; DB01157; DB02104; DB02427; DB02559; DB02583; DB02919; DB03060; DB03125; DB03351; DB03461; DB03695; DB03886; DB03987; DB06358; DB06813; DB07140; DB07141; DB07142; DB07144; DB08234; DB08406; DB08448; DB08642; DB19052
331,"Serine hydroxymethyltransferase, cytosolic",SHMT1,307422,L11931,P34896,GLYC_HUMAN,1BJ4; 6FL5; 6M5W; 7RJL; 7RJP; 8A11; 8R7H,SHMT1,SHMT1,HGNC:10850,Humans,DB00114; DB00116; DB00145; DB01055; DB02067; DB02800; DB02824
9057,Enoyl-[acyl-carrier-protein] reductase [NADH],inhA,,,P9WGR1,INHA_MYCTU,1BVR; 1ENY; 1ENZ; 1P44; 1P45; 1ZID; 2AQ8; 2AQH; 2AQI; 2AQK; 2B35; 2B36; 2B37; 2H9I; 2IDZ; 2IE0; 2IEB; 2IED; 2NSD; 2NTJ; 2NV6; 2PR2; 2X22; 2X23; 3FNE; 3FNF; 3FNG; 3FNH; 3OEW; 3OEY; 3OF2; 4BGE; 4BGI; 4BII; 4BQP; 4BQR; 4COD; 4D0R; 4D0S; 4DQU; 4DRE; 4DTI; 4OHU; 4OIM; 4OXK; 4OXN; 4OXY; 4OYR; 4QXM; 4R9R; 4R9S; 4TRJ; 4TRM; 4TRN; 4TRO; 4TZK; 4TZT; 4U0J; 4U0K; 4UVD; 4UVE; 4UVG; 4UVH; 4UVI; 5COQ; 5CP8; 5CPB; 5CPF; 5G0S; 5G0T; 5G0U; 5G0V; 5G0W; 5JFO; 5MTP; 5MTQ; 5MTR; 5UGS; 5UGT; 5UGU,,,,Mycobacterium tuberculosis,DB00339; DB00609; DB00951; DB01691; DB02379; DB02990; DB03030; DB04289; DB04393; DB05154; DB07090; DB07123; DB07155; DB07178; DB07188; DB07192; DB07222; DB07287; DB08604; DB12667; DB13918; DB14128
